phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1666827,out-call,1947,31.4516918372,34.408769455
050-3124676,in-call,667,31.4282836035,34.3834510128
050-2774351,out-call,104,31.4435101813,34.3977508203
050-1562895,in-call,2256,31.4660260956,34.4050381404
050-5628144,in-call,1764,31.4064225682,34.3682291064
050-4287577,in-call,22,31.3984942745,34.3481857933
050-2372355,out-call,3160,31.4084866747,34.3702369809
050-4781024,in-call,502,31.4333155234,34.4131338966
050-2775175,out-call,756,31.3801771132,34.3377823237
050-9526000,out-call,20,31.4299245294,34.390902278
050-2024126,out-call,486,31.4357292151,34.3913756929
050-4678640,in-call,1986,31.4670725571,34.4326193025
