phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5074370,in-call,2705,31.4215485562,34.3645404645
050-8326158,out-call,493,31.4339423723,34.3839456855
050-2417531,in-call,840,31.4570400396,34.4059553934
050-8389873,out-call,75,31.4552445346,34.4276969952
050-4970405,in-call,36,31.4368422912,34.4040134653
050-5396606,out-call,3094,31.4648538632,34.423398218
050-3870594,in-call,69,31.4103298109,34.3721085773
050-8862828,out-call,32,31.4541708716,34.4053325431
050-1244553,out-call,692,31.3942298761,34.366059609
050-4823091,out-call,2437,31.4537210826,34.4270311334
050-8272488,in-call,84,31.4431732625,34.4082325485
050-4681950,out-call,107,31.4428811642,34.4068842994
050-3950328,in-call,2849,31.4222738399,34.376383858
