phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9384244,in-call,2700,31.4443642487,34.3893557162
050-3770047,in-call,116,31.431046436,34.3879872087
050-8844724,out-call,120,31.402690514,34.365535592
050-6861479,out-call,3232,31.4431883429,34.4038395622
050-3192639,in-call,110,31.4688395274,34.4410138421
050-7310303,in-call,24,31.4765661796,34.4352888629
050-8956504,out-call,114,31.4710162319,34.4519835925
050-3221265,in-call,72,31.4322638192,34.3650370804
050-5539380,out-call,42,31.4240922417,34.3836071519
050-9367804,out-call,2489,31.4205680065,34.3901059972
050-8362031,out-call,27,31.4689376998,34.4284141721
050-3491448,in-call,477,31.4220462805,34.3741242576
050-6726220,in-call,108,31.4425011444,34.3996902811
