phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5729769,out-call,1113,31.484804514,34.4370727927
050-1502661,out-call,50,31.4627610693,34.4326189674
050-3379407,in-call,30,31.428942947,34.3982103655
050-7702186,out-call,61,31.4392792874,34.4060104826
050-6447994,out-call,38,31.4603315239,34.4197499986
050-1647437,out-call,2959,31.4319156644,34.3923852251
050-5281737,out-call,93,31.4399243405,34.4227345945
050-7560244,out-call,319,31.4156721541,34.3759124
050-2531109,out-call,452,31.4564223381,34.4131506594
050-7087019,out-call,3479,31.4677559014,34.4386188175
050-8939747,in-call,262,31.4448379635,34.4040020601
050-7498965,out-call,77,31.4397205136,34.392510379
050-6503404,out-call,45,31.438332097,34.4113871137
050-2253565,out-call,38,31.428520759,34.3613929239
