phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2768216,out-call,1337,31.4254002226,34.3753751934
050-7331661,out-call,3053,33.8835005598,35.502935404
050-1272542,out-call,86,31.4012480996,34.3674617045
050-7424168,in-call,1074,31.4318951013,34.3807039912
050-8382317,out-call,3116,33.8815460193,35.5026579493
050-1425841,out-call,141,31.4121761007,34.3690169036
050-1753635,out-call,2238,33.8833481244,35.5089065755
050-6876288,out-call,2242,31.4096664034,34.3819898435
050-4965265,in-call,17,31.4065795659,34.3602877311
050-1848603,in-call,3372,31.3664608366,34.3142130868
050-9658757,out-call,1514,31.4763801189,34.43758793
050-1354454,out-call,1065,31.4143290529,34.3676235919
