phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2998032,in-call,43,31.4466906245,34.3970798342
050-9200321,in-call,29,31.4578668775,34.4337855837
050-8020997,out-call,2390,31.4688425456,34.4468152469
050-9405746,in-call,104,31.4091155999,34.3528915097
050-4595957,out-call,3334,31.4182985167,34.3741060294
050-9860336,in-call,60,31.4382207535,34.3983405737
050-7312017,in-call,2449,31.4395630624,34.401046242
050-1420737,out-call,2994,31.4410220365,34.3940584996
050-2868727,out-call,39,31.4210725404,34.3968842542
050-3478317,out-call,58,31.4569578229,34.4095055529
050-9271290,in-call,86,31.4347738073,34.3958910192
050-7216266,out-call,93,31.4454774368,34.3963293829
