phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8622074,in-call,83,33.8827929832,35.5051053067
050-3374762,in-call,50,31.4494604386,34.4097353662
050-1451110,in-call,1703,31.4262956195,34.3806911878
050-8773988,in-call,64,31.4089051391,34.3751341228
050-3443752,out-call,2240,31.4212527666,34.3735332007
050-2365060,out-call,1377,31.4121169286,34.3768210292
050-8759013,out-call,119,33.8850018274,35.5043563786
050-9881596,out-call,82,33.8824600291,35.5016406901
050-8760306,out-call,2401,31.4431883429,34.4038395622
050-7017498,in-call,83,33.882821559,35.5035650588
050-9867970,in-call,105,33.8900774652,35.5143895913
050-7706473,in-call,84,33.8813700252,35.5079113598
