phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2801277,in-call,1986,31.4135464812,34.3725619767
050-7918816,in-call,761,33.880458913,35.5068564646
050-8116865,out-call,44,33.8827349034,35.5082094698
050-2979668,out-call,67,31.4539040944,34.4236680702
050-9629213,out-call,2175,31.4591299684,34.4291693913
050-2580995,out-call,857,33.8773151737,35.5093471873
050-9199211,out-call,2413,31.4436798951,34.4389893188
050-5317827,in-call,3170,31.3946027255,34.3598366468
050-1376354,out-call,686,31.4190352973,34.3807271745
050-8919527,in-call,2077,31.4121169286,34.3768210292
050-9506510,out-call,2955,31.4087538227,34.3534771308
050-2387436,in-call,3177,31.4486067519,34.406492464
050-1422219,out-call,170,31.4303378786,34.4007763969
050-2915568,in-call,97,33.8810187258,35.5132937529
