phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8518126,out-call,175,31.441119492,34.3964860346
050-6320024,out-call,14,31.4251646771,34.3842037924
050-2660819,out-call,110,31.4012480996,34.3674617045
050-1168326,out-call,897,31.3763107014,34.3150616052
050-4806720,out-call,49,31.4596941795,34.4267528937
050-7248047,in-call,90,31.4091694829,34.3705403791
050-8241966,in-call,2063,31.4118579745,34.382453256
050-2561470,in-call,90,31.4201913461,34.3549350616
050-2738827,out-call,2874,31.4279917946,34.4074787097
050-9795988,out-call,1683,31.433546232,34.3855150411
050-3193796,in-call,88,31.4241132174,34.3773041501
050-1849703,in-call,2428,31.4410410992,34.3954613356
050-7482663,out-call,3165,31.427640292,34.3973072361
050-6362468,in-call,103,31.4090657012,34.3672879213
050-7241793,in-call,2629,31.4328861356,34.3876112991
