phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8949594,in-call,96,31.4386500483,34.4155892561
050-4939822,out-call,80,31.5025172637,34.4564755711
050-4556648,out-call,34,31.4543282508,34.4164702602
050-9561138,out-call,74,31.4754493858,34.4362379239
050-3722521,out-call,3522,31.4622576222,34.4361056466
050-2415921,in-call,1247,31.4026539916,34.355418619
050-4560581,out-call,279,33.8823984941,35.5131069746
050-1240382,out-call,699,33.887895522,35.5094066419
050-4388733,out-call,65,33.8870870888,35.5127423875
050-3345940,out-call,757,33.8830455292,35.508098738
050-4639524,out-call,88,31.3962218525,34.3460277078
050-1626002,out-call,1670,31.4443373709,34.4082080168
050-6437532,out-call,2970,31.4449242082,34.4190590206
