phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1892781,out-call,15,31.4412055542,34.3937843677
050-9847679,out-call,634,31.4491674384,34.3874104056
050-6665838,out-call,3492,31.4412468298,34.3983344058
050-6108313,in-call,2898,31.4452951855,34.4121181189
050-8830357,in-call,50,31.3829888268,34.34145407
050-4983073,in-call,80,31.4156458069,34.3871868954
050-1687835,out-call,35,31.4456434285,34.4098516939
050-8061583,out-call,22,31.4535392686,34.4145502688
050-6742319,in-call,115,31.4414297821,34.3995441117
050-3072962,out-call,1106,31.4355452759,34.3938635884
050-7315842,in-call,2035,31.4359698417,34.4183204836
050-5159898,in-call,31,31.4377019591,34.4024286975
