phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2907349,in-call,2665,31.3877472741,34.3594765199
050-5514702,in-call,497,31.4447435821,34.4148051813
050-7915645,in-call,3506,31.4510318282,34.4066460528
050-3760136,in-call,2229,31.4640105526,34.4247649794
050-5461561,out-call,2412,31.4220462805,34.3741242576
050-2579994,in-call,2096,31.3952586154,34.34648793
050-9233184,out-call,113,31.4451758236,34.4003327853
050-1258201,in-call,112,31.4324136542,34.395363038
050-3051060,in-call,25,31.4147980631,34.3800927639
050-3914547,in-call,28,31.4409706744,34.3962708468
050-5497319,out-call,47,31.405160356,34.3727799946
050-3686676,in-call,112,31.4025544515,34.3440715427
050-8753936,in-call,110,31.4017631176,34.344917536
050-5328368,out-call,112,31.4234119493,34.3763086962
050-3857070,out-call,3531,31.4334653645,34.3938097897
