phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9317584,out-call,1108,31.4083437047,34.3700966114
050-6730292,in-call,19,31.4773794484,34.436687025
050-6140119,out-call,3018,31.4579166078,34.4183559462
050-6730237,out-call,2449,31.3917402818,34.3511233501
050-6827190,out-call,110,31.4272799237,34.3825051182
050-3899684,in-call,41,31.442551874,34.3995022803
050-8436956,out-call,73,31.431046436,34.3879872087
050-2468617,in-call,2705,31.4524964991,34.4041675235
050-3232586,out-call,105,31.486836274,34.4407245598
050-7220784,in-call,23,31.4391334445,34.3958793547
050-1003914,in-call,2212,31.4234619448,34.3831435541
050-8351301,in-call,1557,31.4167641369,34.3855017506
050-7183745,in-call,2087,31.4102943406,34.3793863381
050-1187046,in-call,2436,31.4651268979,34.42279121
