phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3223892,out-call,1794,31.4385777183,34.4105572888
050-8001277,out-call,3567,31.4613842648,34.423561189
050-6857683,in-call,475,31.4074956071,34.3645016828
050-9056680,in-call,47,31.4219480519,34.3784227691
050-4205590,in-call,14,31.4539136618,34.4130947009
050-7491231,out-call,80,31.4432310257,34.4081795929
050-6276766,in-call,1485,33.886358127,35.5113220406
050-7539017,in-call,80,33.883689934,35.5097596915
050-3606124,in-call,2873,33.8862353367,35.5119593398
050-8205847,out-call,33,31.4468043257,34.4099110363
050-5169387,in-call,1297,31.4245191389,34.3884183198
050-7009323,in-call,100,31.4049423456,34.3667807285
050-4950826,out-call,10,33.8819412113,35.5053863634
