phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9818053,out-call,97,31.4532164372,34.4226133086
050-8415484,out-call,79,31.4318582721,34.3910724225
050-6086063,in-call,107,31.4455562802,34.40218766
050-4391346,out-call,1594,31.4499214238,34.4099304286
050-6253954,in-call,474,31.4456434285,34.4098516939
050-9662475,out-call,85,31.4234328746,34.384958781
050-2026826,out-call,103,31.4215485562,34.3645404645
050-8404610,out-call,68,31.4289438232,34.386731163
050-9962350,in-call,27,31.4703334922,34.4098851839
050-7287559,in-call,59,31.4322946639,34.3934293797
050-9324375,out-call,76,31.4188158145,34.3818561422
050-1479479,in-call,30,31.4306116973,34.3805893689
050-3956127,in-call,1456,31.4615271706,34.4308385962
