phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5906545,out-call,89,31.4641006579,34.413552679
050-2737701,in-call,17,31.4591742952,34.4122816514
050-4814724,out-call,12,31.4221152864,34.3900191554
050-3745342,out-call,113,31.4390081632,34.389138059
050-5514968,out-call,110,31.4506826771,34.4288111049
050-4783394,out-call,21,31.4330081459,34.3805501389
050-4327232,out-call,19,31.3951559777,34.3603355142
050-7111188,in-call,91,31.4322036235,34.3710982443
050-1169101,in-call,50,31.4615136368,34.4130073656
050-6388479,out-call,240,31.4862160246,34.4467250541
050-7467301,out-call,1965,31.4607770423,34.4167913353
050-9535600,out-call,72,31.4532802621,34.4168468336
050-5434318,in-call,3183,31.4592813844,34.422422212
050-3802462,out-call,1097,31.4475777552,34.4138436083
050-7169694,in-call,96,31.4717909253,34.4070754575
050-2981639,in-call,3060,33.8801730726,35.5067728979
