phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4627448,out-call,14,31.4062280341,34.3638172687
050-9293837,in-call,89,31.4674827402,34.4436293013
050-5100907,out-call,48,31.4039615928,34.3686993975
050-1058611,out-call,3313,31.4713032004,34.4358568509
050-4199578,out-call,924,31.4644949918,34.4184204879
050-1322206,out-call,32,31.4816989114,34.4525522771
050-1715067,in-call,14,31.4784057438,34.4486858605
050-9971096,in-call,1339,31.4306741164,34.398207355
050-4736074,in-call,2257,31.4027079772,34.3431844434
050-6952480,out-call,104,31.4244432877,34.3796428156
