phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7497677,in-call,1175,31.4183650974,34.3713956491
050-5236697,out-call,2411,31.4268465031,34.3814192564
050-4546520,in-call,103,31.4160570289,34.3889303654
050-6734898,in-call,965,31.443322174,34.3962604009
050-9737725,in-call,798,31.4476581989,34.3965507226
050-9113856,out-call,16,31.4147812317,34.3687515747
050-6742537,out-call,66,31.4670608269,34.4327043492
050-2707086,out-call,1299,31.4361115911,34.3937298311
050-1118031,out-call,749,31.4234838836,34.3787891844
050-7718564,in-call,67,31.4348582633,34.3846001227
050-1730343,in-call,3121,31.4550531651,34.4129305979
050-2275496,out-call,45,31.4751773054,34.4453495573
050-8122420,out-call,1120,31.4468643553,34.4238503187
050-9680949,out-call,53,31.4639193049,34.4194289884
050-7889028,out-call,92,31.4265180053,34.3860980943
050-6121044,out-call,2521,31.4240559092,34.3973835304
