phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1109402,in-call,94,31.4581219874,34.423602761
050-1161939,out-call,33,31.4386120399,34.3872832778
050-4141611,out-call,3462,31.4406681726,34.4025391617
050-7116985,out-call,89,31.4060824471,34.3393526917
050-5349130,out-call,36,31.4325233207,34.3961572408
050-9307986,in-call,51,31.4471287687,34.406082417
050-2054434,out-call,294,31.4392970449,34.4070376265
050-4111434,out-call,3324,31.4271503446,34.3994645672
050-2651951,in-call,78,31.4055152642,34.3486532159
050-3363571,in-call,931,31.460845785,34.4142829969
050-5965912,out-call,41,31.4559018365,34.4260621416
