phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5160121,out-call,2904,31.4100978563,34.3721769174
050-8462638,in-call,84,31.4540690213,34.4314131271
050-6984303,in-call,30,31.4077301561,34.3708458507
050-7458600,in-call,18,31.4305559305,34.3955160128
050-5277265,out-call,3151,31.400785234,34.3652361802
050-7866090,out-call,67,31.4724800192,34.4393085077
050-4713231,out-call,37,31.454958095,34.4029520036
050-6403083,out-call,429,31.4608181609,34.4170807328
050-2113473,in-call,44,31.4410410992,34.3954613356
050-2920601,in-call,111,31.4773794484,34.436687025
050-4270890,out-call,19,31.474989004,34.4166237429
050-5354091,in-call,15,31.4153313271,34.3846953079
