phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8690670,out-call,3416,31.4447435821,34.4148051813
050-3219875,out-call,1723,31.4368606847,34.3910137353
050-7967358,in-call,46,31.3669419437,34.3180130511
050-5231335,out-call,96,31.4334653645,34.3938097897
050-3456155,in-call,1373,31.4711475992,34.4343656841
050-2681068,in-call,10,31.4494604386,34.4097353662
050-1563854,in-call,270,31.40510086,34.3697008376
050-7738940,out-call,2218,31.4157074609,34.3780184143
050-2529734,out-call,120,31.4348198998,34.3873294385
050-5737818,in-call,29,31.461637181,34.4368917705
050-4895027,in-call,23,31.459096615,34.4299512455
050-5840857,out-call,57,31.4347858836,34.3949088453
050-1510407,in-call,15,31.3669419437,34.3180130511
