phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9593455,out-call,51,31.4445213101,34.4000268383
050-5514206,in-call,47,31.4865678335,34.4394427575
050-2149608,in-call,677,31.4073729112,34.35095829
050-3419819,in-call,46,31.4280123381,34.3766720398
050-9217064,in-call,885,31.4421841421,34.425930313
050-5242330,out-call,1489,31.4539040944,34.4236680702
050-9061006,out-call,93,31.4367055518,34.4056428987
050-6135148,out-call,402,33.8839633872,35.5121874586
050-5786701,out-call,2663,31.4271292456,34.3751441267
050-7146137,out-call,3301,33.8804588023,35.5016144806
050-3374484,out-call,102,31.4695169666,34.4373932269
050-7309482,out-call,2355,33.8816086764,35.5097728975
050-5694978,out-call,3170,31.431746643,34.4051673246
050-3891371,out-call,94,31.4691730429,34.4302045875
050-4042440,in-call,213,33.8774177619,35.511656163
