phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8744244,out-call,1152,31.5039600878,34.4476528589
050-6881720,out-call,490,31.4469437083,34.394191048
050-3180784,in-call,527,31.4380461396,34.4079864009
050-4953592,in-call,3411,31.4118323268,34.3653974771
050-6331736,in-call,636,31.4285227625,34.4054934544
050-1768583,in-call,69,31.4590808701,34.4263164758
050-3247916,in-call,1987,31.433598661,34.3940645844
050-2638875,out-call,35,31.4692971966,34.4259296211
050-4977872,out-call,3299,31.4116503454,34.3809061152
050-1133415,out-call,91,31.454616976,34.4082477437
050-6519854,in-call,2094,31.4554060432,34.418696869
