phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9544086,out-call,979,31.4731153988,34.4328005962
050-7911347,out-call,3276,31.469176327,34.4324691068
050-1113547,out-call,2546,33.8839900768,35.5113255299
050-8213056,in-call,2366,31.4198243024,34.386438567
050-5615298,in-call,67,33.881700814,35.5072882615
050-5009379,in-call,81,33.8858952323,35.5118478428
050-4613553,out-call,57,33.8876409992,35.5118735946
050-7820195,out-call,897,31.4502932705,34.4025938174
050-3361365,out-call,2297,31.4629425803,34.4335085324
050-8725977,in-call,789,31.4161386784,34.3802873936
050-9167519,in-call,70,33.8838817761,35.5121264166
050-6802778,out-call,17,31.4192655114,34.3728503307
050-2212674,out-call,3278,31.4884414642,34.4515453198
050-7835868,in-call,38,31.4124361953,34.3656169814
