phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6913233,out-call,25,31.3984485258,34.3565532516
050-2893536,in-call,15,31.4933946118,34.4375896653
050-6665680,in-call,29,31.4599066813,34.3981917651
050-6707327,in-call,2879,31.4205645121,34.3651503168
050-3936429,in-call,3273,31.4225160054,34.385913321
050-9560625,out-call,23,31.4320137022,34.4039036443
050-4970940,in-call,1403,31.4341961499,34.420917133
050-2155154,out-call,46,31.4533194936,34.3856246584
050-8125559,out-call,62,31.4208030351,34.37708527
050-1135851,in-call,2148,31.4480823815,34.4068266207
050-8660609,in-call,1861,31.4695478033,34.4179310457
050-2814706,in-call,865,31.4500956555,34.4073083465
050-2441677,in-call,117,31.4527778387,34.4267328816
050-1960788,out-call,1697,31.4445626437,34.4176505246
050-2864252,in-call,69,31.4060012279,34.369494019
