phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6567939,out-call,94,31.4342648549,34.4027848233
050-5639756,out-call,100,31.4430472265,34.4033450025
050-8850953,out-call,53,31.4566001936,34.4079948711
050-6795786,in-call,3003,31.4594783727,34.4168733462
050-7787099,in-call,32,31.4282274098,34.388868222
050-9249301,out-call,486,31.4629943462,34.4323255505
050-5989162,in-call,1397,31.447774815,34.3991459481
050-7870761,in-call,2243,31.4234119493,34.3763086962
050-7341212,in-call,93,31.4368306791,34.3953396487
050-6276310,out-call,114,31.4214576861,34.3757450238
050-6591399,in-call,3425,31.4555203082,34.3985182553
050-7008740,out-call,81,31.4463790327,34.4106844012
