phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5413248,out-call,2856,31.434318918,34.3958649543
050-7324512,in-call,78,31.478616779,34.4341564365
050-8936368,in-call,2068,31.4467470508,34.4071193888
050-9613107,out-call,2986,31.4784540855,34.4469335251
050-6871664,in-call,275,31.433898896,34.3829376575
050-9121722,in-call,2347,31.4432589432,34.3952534154
050-7537724,in-call,99,31.4595029786,34.4316745076
050-7071467,in-call,32,31.4393695153,34.407130237
050-3771575,in-call,58,31.4837670645,34.4425148404
050-6186590,out-call,15,31.441752943,34.3994888299
050-5604208,out-call,80,31.4787533525,34.4431180219
050-3626323,in-call,15,31.4065639298,34.3592830412
050-6383140,out-call,1762,31.4444442839,34.3978159139
050-4871460,in-call,45,31.4482694164,34.4084728797
050-2518701,out-call,1226,31.4387874775,34.3828156503
