phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8489648,in-call,643,31.4475576635,34.4147428261
050-3187746,out-call,1756,31.4315475118,34.4151855801
050-3856996,out-call,1359,31.4458485093,34.409434084
050-5896425,out-call,1683,31.4290217077,34.3888392633
050-8336858,in-call,21,31.4527778387,34.4267328816
050-1848218,in-call,77,31.4235502878,34.3929326651
050-8992189,out-call,74,31.4249126665,34.3796952282
050-5482944,out-call,2509,31.4481546678,34.4287538839
050-6126965,out-call,82,31.3837593217,34.3292799243
050-2581500,out-call,2333,31.4356438948,34.4030970706
050-6875474,out-call,81,31.4164069841,34.381969104
050-6158999,in-call,59,31.464230566,34.4326234846
050-8667084,in-call,26,31.3972881836,34.3555708655
050-6082335,out-call,113,31.4197441654,34.3689125623
050-9660601,out-call,415,31.4373786314,34.4078367852
