phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1384008,out-call,216,31.4474921815,34.4010609186
050-1067617,in-call,106,31.4358748261,34.4125311682
050-6309285,in-call,1649,31.4461770681,34.3970347945
050-8168409,in-call,37,31.4450313134,34.3887401055
050-2143800,out-call,3016,31.4402981817,34.4036533164
050-2628934,in-call,902,31.4242130714,34.4045389439
050-7578824,out-call,34,31.4620605493,34.4267879675
050-1131197,out-call,538,31.488317187,34.4429577923
050-8500530,out-call,2752,31.4208802265,34.3784258877
050-3243093,out-call,82,31.4393695153,34.407130237
050-2298962,in-call,27,31.4221287979,34.3914726996
050-8998948,in-call,1353,31.4992159189,34.4664007531
050-7765870,out-call,36,31.384256725,34.3463837889
050-9068516,out-call,2028,31.4091628236,34.374079425
050-8591913,out-call,1199,31.4468006537,34.4090251396
