phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5825360,in-call,97,31.4283391718,34.3835671256
050-4546948,in-call,1067,31.4148319259,34.3808039894
050-2555826,in-call,119,31.4628207356,34.4269720878
050-3903611,in-call,120,31.4501630692,34.3979693609
050-6361873,in-call,1515,31.4623167686,34.405261363
050-6292634,in-call,45,31.4522324593,34.423157943
050-2060418,in-call,1413,31.418144634,34.3764913949
050-1432599,out-call,11,31.4926663386,34.4568997516
050-2979610,out-call,1737,31.3809778763,34.3324251232
050-7196745,in-call,67,31.4454774368,34.3963293829
050-9910574,out-call,33,31.3972897581,34.3640439875
