phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4212555,in-call,40,31.4440813955,34.4095535615
050-3775886,out-call,116,31.4227936723,34.3929658883
050-1527773,in-call,2246,31.4400561152,34.3947063133
050-9382056,in-call,48,31.4580250657,34.4227403689
050-2285103,in-call,483,31.4469142733,34.4245842562
050-4790013,out-call,799,31.3857160297,34.3480148184
050-5266812,out-call,70,31.4778827689,34.4303033799
050-2270210,out-call,56,31.4610039158,34.4234100941
050-3684584,out-call,18,31.4244857612,34.4078660853
050-8562034,in-call,11,31.4422029772,34.3922723434
050-6292730,out-call,14,31.4472237658,34.4063698514
