phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2442655,out-call,2944,31.4282274098,34.388868222
050-2230204,out-call,2803,31.4195508048,34.3713308117
050-6851718,out-call,104,31.4341669301,34.3950731923
050-5577886,in-call,77,31.4852476739,34.4319475085
050-8482727,in-call,60,31.4549915598,34.4017832407
050-8926774,out-call,2736,31.43797326,34.3924055535
050-3025205,out-call,2708,31.4379609732,34.3879747171
050-3456939,in-call,67,31.4317733344,34.3975879172
050-3531156,in-call,112,31.4462299701,34.4124139576
050-9569059,in-call,2579,31.4199610808,34.3681129277
050-9764517,out-call,956,31.4152623713,34.3655671442
050-3307988,out-call,114,31.4131780742,34.3812560706
