phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1605510,in-call,51,31.4328293632,34.397457158
050-5859765,in-call,301,33.8867002899,35.5121054624
050-6097389,in-call,304,31.4243096688,34.3863475885
050-1328300,in-call,81,33.8845755721,35.5075524739
050-3600521,out-call,2475,31.4490818506,34.4123378821
050-6093924,out-call,104,31.4301215623,34.3787995463
050-7823072,in-call,30,31.4576238972,34.4259125101
050-4989458,in-call,50,31.385822627,34.3442859753
050-6249628,in-call,75,33.8906855345,35.5148238019
050-1108403,in-call,3516,31.4715459333,34.4434748745
050-7153040,out-call,111,31.449652677,34.4075245459
050-1786734,out-call,24,33.8814397043,35.508543989
050-6162234,out-call,1936,33.8805400236,35.5087815036
050-4354692,in-call,106,33.8848773735,35.5121273399
050-4528845,out-call,22,31.4629425803,34.4335085324
