phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2195147,out-call,3168,31.4221436094,34.3918842595
050-6919947,in-call,68,31.438888346,34.4051534859
050-7195775,in-call,56,31.3793074887,34.3571295214
050-3593432,out-call,210,31.3881820733,34.3539920682
050-4468919,out-call,1522,31.4419251926,34.3937707436
050-9421349,in-call,53,31.4739119353,34.4383508187
050-7813600,in-call,75,31.4392111345,34.405490367
050-1075049,in-call,61,31.433339954,34.3985011119
050-5428353,in-call,2978,31.4469396683,34.4033331709
050-9103067,out-call,877,31.4445646443,34.405123372
050-3945571,out-call,1642,31.444547963,34.40613642
050-5848246,out-call,120,31.4597313566,34.4092644974
050-7440596,in-call,57,31.4685089433,34.4447714267
050-3200181,in-call,2137,31.4367674373,34.3943095839
