phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9494483,in-call,108,31.4526381341,34.411965041
050-7500788,out-call,33,31.4061644518,34.3820006084
050-3333415,in-call,1365,31.4324690732,34.3903561646
050-7623886,out-call,2188,31.4337494101,34.3939106171
050-5997406,out-call,113,31.3663792616,34.3205151077
050-4427763,out-call,369,31.4248107824,34.4147367615
050-5231157,out-call,34,31.4361738514,34.3789028316
050-9108719,in-call,61,31.4581323473,34.4105199035
050-1548853,in-call,3033,31.44885542,34.4260849999
050-2350086,in-call,63,31.4446823,34.4145865081
