phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9545387,in-call,2280,31.4504954452,34.405056858
050-4820644,out-call,349,31.4083143427,34.3659699763
050-6792937,out-call,36,31.4610094502,34.4162782893
050-1983359,out-call,10,31.4820569105,34.4462683645
050-5034123,in-call,10,31.4177345194,34.3743932807
050-9392843,in-call,2721,31.4667911202,34.4479050281
050-1653919,out-call,49,31.4255509475,34.3716808014
050-4635086,in-call,3245,31.439114515,34.4053991647
050-1685549,out-call,1078,31.4435903617,34.4092498165
050-2172923,in-call,30,31.4019596528,34.3762882438
050-4821819,in-call,1614,31.4024070752,34.3619080519
050-7753403,out-call,73,31.4382878368,34.395491078
050-6402750,in-call,112,31.4202991863,34.3862286287
050-5689933,in-call,54,31.4030006072,34.376400258
050-8402804,in-call,37,31.4745644899,34.4294098845
