phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8158611,out-call,55,31.4064225682,34.3682291064
050-1210179,out-call,59,31.4090734575,34.3594589887
050-2468106,out-call,89,31.4645257306,34.4294261894
050-7996125,in-call,40,31.4541866064,34.3940161086
050-1810144,in-call,1566,31.4456222519,34.4250659403
050-3986045,in-call,97,31.4240325584,34.3748942881
050-5919118,out-call,1315,31.4191039696,34.3648194551
050-2880478,in-call,2211,31.4315779079,34.3941159344
050-4453995,in-call,2278,31.4686631586,34.4422653031
050-8391924,out-call,68,31.4363386342,34.4119892528
050-5175712,in-call,353,31.4314104658,34.4022578796
050-8206319,in-call,17,31.442551874,34.3995022803
050-2517142,in-call,1194,31.4131780742,34.3812560706
050-1925418,in-call,1483,31.4714116217,34.4458732949
