phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9946606,in-call,1776,31.4736810368,34.4330671934
050-7644662,in-call,148,31.4220785785,34.3798249596
050-1309412,out-call,3318,31.4440797924,34.4023023044
050-3537757,out-call,11,31.486728292,34.4513258725
050-1159011,out-call,97,31.4293410913,34.3730347807
050-1202946,out-call,53,31.4525052435,34.4141220784
050-1113201,out-call,697,31.4598308479,34.4163727959
050-4798520,out-call,1709,31.4132295664,34.3670202279
050-9870084,in-call,10,31.4570520248,34.4179068818
050-7502933,out-call,2264,31.4496263506,34.3994952379
050-2493909,out-call,2869,31.4621114828,34.4287810249
050-7160646,in-call,2715,31.4337116665,34.3976287908
050-4747029,out-call,2401,31.4218094375,34.3818214805
050-6923139,in-call,3452,31.4343197471,34.3905810559
050-4961791,out-call,1750,31.4918635373,34.4396220053
050-6862567,out-call,1747,31.4202510032,34.3612600814
