phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2660199,in-call,29,31.4510515128,34.4035904931
050-7906391,out-call,72,31.4148755498,34.3793163698
050-6435572,out-call,1360,31.4205577897,34.3988806601
050-2503702,out-call,78,31.4406325167,34.3756159575
050-8612569,out-call,1507,31.4258536646,34.3875753471
050-6725491,out-call,1106,31.4571451366,34.4219611852
050-2852750,out-call,37,31.4350196378,34.3882573147
050-6287886,out-call,3171,31.420515851,34.3959907496
050-2998404,out-call,1844,31.4361538584,34.3846019151
050-4101817,in-call,67,31.4537350416,34.3963003573
050-3830830,out-call,1264,31.4250561911,34.3936015202
050-5437143,in-call,1143,31.4603081859,34.4272754602
050-5420415,out-call,2505,31.4388658182,34.4056395028
050-9374154,in-call,1584,31.4399243405,34.4227345945
050-9406636,out-call,44,31.4779768163,34.4395831845
