phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2571560,in-call,586,31.4705631502,34.4325712119
050-3184969,out-call,105,31.4735143902,34.4457752507
050-7693418,out-call,81,31.4497479831,34.402195955
050-1918910,out-call,50,31.4290058403,34.3862447501
050-3700939,out-call,483,31.3983726998,34.3600905107
050-2893886,in-call,2221,31.4088838203,34.362755159
050-3265091,out-call,2256,31.4590808701,34.4263164758
050-6000765,in-call,2808,31.4469102983,34.400210558
050-5240154,in-call,3355,31.4683172255,34.429174725
050-4590123,out-call,3320,31.3979031367,34.3496881277
