phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5703696,in-call,2601,31.4212456513,34.3883312329
050-6921946,out-call,67,31.3801771132,34.3377823237
050-2040694,in-call,1913,31.3741943565,34.3294168628
050-4235771,in-call,2544,31.4320583146,34.4157286153
050-1661873,out-call,61,31.4402956857,34.4060469113
050-8183530,in-call,73,31.4121761007,34.3690169036
050-2230732,out-call,57,31.4238514094,34.3704657579
050-2550235,out-call,66,31.4605619528,34.4073582786
050-6338473,in-call,946,31.4633332686,34.4233685252
050-6030159,in-call,35,31.4383225844,34.4059974172
050-5716027,out-call,1977,31.4121322016,34.3659443702
050-4738651,out-call,125,31.4290459272,34.4016338214
050-7979214,in-call,30,31.4451198117,34.4034356869
050-2247368,out-call,87,31.4538972376,34.4229574525
050-8354456,in-call,1176,31.4538712635,34.3995911658
