phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7524808,out-call,3223,31.418273622,34.3868265229
050-2396765,out-call,2662,31.44814515,34.4012495133
050-9850246,out-call,45,31.4280008547,34.3876086961
050-2640343,out-call,42,31.4343755799,34.3796441597
050-5497147,in-call,92,31.4172631257,34.3788890415
050-8244816,out-call,111,31.4506140329,34.3935032492
050-1412694,out-call,12,31.4410983102,34.403652067
050-9578780,out-call,79,31.4456434285,34.4098516939
050-1461901,in-call,3574,31.4327772747,34.3819456079
050-8102786,out-call,94,31.4155427655,34.3705595987
050-9906544,out-call,30,31.4305709117,34.3996451139
