phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9581231,in-call,72,31.4578668775,34.4337855837
050-4997940,in-call,56,31.4329601785,34.4038493274
050-9205068,out-call,27,31.4449086035,34.4081312361
050-2252675,in-call,3059,31.4841674619,34.455599607
050-9121719,out-call,1735,31.4246965568,34.3764011636
050-1725895,out-call,48,31.4117263511,34.3588436597
050-3796138,out-call,1380,31.4415042094,34.4076124146
050-6429873,in-call,2415,31.4367794657,34.388436488
050-1892831,in-call,2256,31.4190615943,34.3911368512
050-5934039,in-call,59,31.4684981119,34.4264416188
050-6756738,out-call,1125,31.4052650414,34.3646716833
050-6801517,out-call,100,31.4246829329,34.3787997151
050-6383587,out-call,1807,31.4394441842,34.4051747522
050-7136247,in-call,601,31.4281082744,34.3885833567
050-6429646,out-call,3046,31.4424586199,34.3980192595
