phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6647948,out-call,15,31.4838921166,34.4343699775
050-4632215,in-call,1448,31.4454774368,34.3963293829
050-2592621,out-call,2531,31.477591134,34.4419415004
050-7168577,in-call,1555,31.4258925437,34.3826927653
050-2229045,in-call,3059,31.4731153988,34.4328005962
050-4550508,out-call,3243,31.4234328746,34.384958781
050-8126344,in-call,97,31.4504658167,34.3900164687
050-3286180,in-call,895,31.4373128631,34.4005317819
050-9976381,in-call,133,31.48051404,34.4316910368
050-5753635,in-call,2615,31.4454377569,34.399363946
050-7494560,out-call,97,31.4558485206,34.418089467
050-4227590,in-call,116,31.4091155999,34.3528915097
050-6445780,out-call,2624,31.4200884698,34.3641678651
050-1991512,in-call,80,31.4444034685,34.4161684554
050-9482007,out-call,116,31.4400825867,34.4096563983
