phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6042120,in-call,54,31.4358643701,34.3883517759
050-6756858,out-call,51,31.4484798841,34.410363282
050-9003243,out-call,1511,31.438554349,34.3983816598
050-4782170,in-call,2483,31.4237112848,34.3874521496
050-5195201,out-call,1300,31.4281876331,34.403431634
050-5337679,out-call,2534,31.4030956571,34.3666219075
050-3932460,out-call,2300,31.4504658167,34.3900164687
050-4899033,in-call,2174,31.44814515,34.4012495133
050-8980219,in-call,65,31.4512932697,34.4197746837
050-8963862,out-call,511,31.405588311,34.3548130307
050-9417291,out-call,138,31.470432009,34.4374051653
050-8548245,in-call,292,31.4473711283,34.4077755636
050-9432652,in-call,14,31.461421243,34.4235986485
050-5128002,in-call,14,31.4558485206,34.418089467
050-6681710,out-call,34,31.4421421156,34.3988332294
