phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8690978,in-call,72,31.4305709117,34.3996451139
050-9837615,out-call,17,33.8855822763,35.5124240482
050-2266994,out-call,42,31.4066427554,34.3589583638
050-4128054,out-call,101,31.4328302736,34.4026253243
050-9432594,in-call,60,31.4477559486,34.4174379229
050-4244996,out-call,2446,33.8862472803,35.5080055023
050-3194510,in-call,68,33.8804078229,35.5136301527
050-8928454,in-call,985,31.4651862318,34.4123708285
050-3198098,in-call,2670,33.8896741528,35.5124916155
050-6731810,in-call,13,31.4745603511,34.4247038783
050-4089320,out-call,576,33.8882280368,35.5116341102
050-3217943,in-call,12,31.4520151181,34.4175814976
