phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7428468,out-call,679,31.4287848129,34.4150182189
050-3816824,out-call,1184,31.4536394951,34.4098504665
050-9722395,in-call,2205,31.4734636967,34.4376641968
050-5489135,out-call,87,31.4421249729,34.4066296324
050-7598555,in-call,99,31.4445562499,34.4160626932
050-7626218,out-call,52,31.4727088536,34.4292931866
050-8310251,out-call,1714,31.4221152864,34.3900191554
050-7299456,in-call,1673,31.4667094928,34.4352957744
050-4070575,out-call,2757,31.4330062212,34.3853960628
050-8906688,in-call,1963,31.4006742524,34.3559807709
050-6794562,out-call,551,31.4512733914,34.3995211563
050-2186901,in-call,3529,31.4355439525,34.4091198155
050-5781708,out-call,1609,31.4186898291,34.3749371766
050-6424935,in-call,59,31.4427881333,34.407472405
