phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1240772,in-call,118,31.4060268278,34.3732085691
050-5186248,out-call,1107,31.4345762816,34.3963010684
050-8107008,out-call,85,31.4385163504,34.4106697524
050-5103154,out-call,3262,33.8801610096,35.5138313835
050-1467731,in-call,2943,31.4652046324,34.4551242007
050-8741117,in-call,605,31.4379362904,34.3912342793
050-3449393,in-call,3092,31.4485405433,34.4099596485
050-3073345,in-call,2482,33.8906855345,35.5148238019
050-6068273,in-call,3414,33.8871115158,35.5076409666
050-8114943,in-call,47,31.4739579782,34.4151485611
050-6517536,in-call,78,31.4293740918,34.3931275409
050-4918834,in-call,88,31.4785504279,34.4440227161
050-4528198,in-call,85,33.8854648439,35.5093862727
050-9841160,out-call,756,31.4043448515,34.3466405854
