phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1452077,out-call,2248,31.4420814224,34.4091293738
050-2654618,in-call,1980,31.4239623976,34.3816264753
050-8117331,out-call,3299,31.4478123154,34.389915651
050-8463052,in-call,871,31.4715459333,34.4434748745
050-2195715,out-call,75,31.449652677,34.4075245459
050-3181550,out-call,2301,31.4731153988,34.4328005962
050-1633226,out-call,838,31.3942298761,34.366059609
050-4066263,out-call,399,31.4484036358,34.4109037772
050-3107773,in-call,957,31.440518809,34.4033485483
050-5782848,out-call,15,31.4470749806,34.4157583801
