phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5496837,out-call,1647,31.435942025,34.3961069789
050-5557658,out-call,116,31.4464837143,34.4011677807
050-6982051,out-call,2518,31.4339650551,34.3961436233
050-4108304,in-call,3255,31.4139744975,34.3542102019
050-8992459,out-call,1238,31.405160356,34.3727799946
050-8507620,in-call,44,31.4470796577,34.4082916136
050-5298108,in-call,313,31.4428652575,34.4240179266
050-8988493,in-call,1157,31.450127927,34.414626471
050-6106626,out-call,264,31.4019596528,34.3762882438
050-5679504,in-call,1935,31.4648070632,34.4075992337
050-6192969,out-call,2457,31.3930191426,34.3398067695
