phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6943252,out-call,206,31.4212339841,34.3843453445
050-8180340,in-call,95,31.4301215623,34.3787995463
050-3439325,in-call,50,31.4708688293,34.4311781285
050-6754095,out-call,2721,31.428900515,34.3809963054
050-2293133,in-call,2876,31.4005753749,34.371788803
050-9985510,in-call,71,31.4219480519,34.3784227691
050-4709728,in-call,32,31.4739419802,34.4332094122
050-1755453,in-call,53,31.4667927536,34.4232351637
050-3828175,in-call,94,31.4447222282,34.3805871291
050-7542669,out-call,70,31.413188237,34.387124348
050-6958871,out-call,879,31.4714561381,34.442378625
050-5800592,in-call,27,31.4324954531,34.4003069769
050-6508024,out-call,84,31.4452668739,34.4125530887
