phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9326977,in-call,3562,31.4583410764,34.4090070596
050-7909989,in-call,36,31.463957255,34.4342555599
050-5685786,out-call,93,31.4390117151,34.4111762684
050-6272724,out-call,61,31.4343403049,34.3970889603
050-4262719,out-call,3379,31.4499597698,34.4106897341
050-9203881,in-call,103,31.4381613276,34.3936488793
050-2187325,in-call,2414,31.4450015693,34.3898419531
050-4071778,out-call,54,31.4608685678,34.4317251098
050-5213681,in-call,2082,31.4276879147,34.3769546967
050-9733464,in-call,1614,31.4569254932,34.4384445645
050-7620559,out-call,2339,31.4250916043,34.3919194569
050-6655719,out-call,71,31.4247128008,34.377930589
