phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5970674,in-call,2760,31.4358517142,34.3827964486
050-3775752,out-call,1960,31.4347064026,34.3847608528
050-1087208,in-call,1393,31.437219304,34.4006202796
050-6050061,in-call,954,31.4173360975,34.3703003291
050-2947294,in-call,96,31.433339954,34.3985011119
050-7169007,out-call,2068,31.4218998516,34.3636069279
050-1448766,out-call,98,31.4184214507,34.3659399462
050-8678985,in-call,2821,31.4421359319,34.3993338819
050-2446375,out-call,3449,31.470432009,34.4374051653
050-7535670,in-call,517,31.4381461648,34.389724603
050-9868057,out-call,2988,31.4626223,34.4379235045
