phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1416176,in-call,22,31.3955182412,34.3628378227
050-4898877,out-call,47,31.423827457,34.3821152708
050-6310596,out-call,2464,31.4473158319,34.4250751693
050-2951940,out-call,2156,31.4266926166,34.3636136365
050-5241851,in-call,739,31.4070332042,34.373383917
050-6161977,out-call,18,31.4014558335,34.3781695351
050-7116760,out-call,94,31.4458317659,34.4055930636
050-8843325,in-call,72,31.4056427054,34.3785637498
050-4077076,out-call,75,31.4225036837,34.3837972024
050-9528187,out-call,938,31.4651132299,34.4238366317
