phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4042240,in-call,106,31.4592162755,34.4197768
050-8106905,out-call,3176,31.4185993184,34.3709371759
050-3100018,in-call,96,33.8834119056,35.511519481
050-1582052,out-call,113,31.4229053989,34.3869837473
050-8741561,in-call,2394,31.4145346368,34.3795973694
050-8415690,out-call,91,33.8891475877,35.5178997803
050-3845661,out-call,110,33.8894182269,35.5114219329
050-3547791,out-call,3185,31.4373823804,34.4076994965
050-5217992,out-call,88,31.4604398787,34.4127605553
050-8497260,in-call,1076,31.4568996835,34.4059279914
