phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1734357,in-call,1177,31.3948928879,34.3495044406
050-9095979,out-call,2333,31.4779491698,34.4303813793
050-1545195,in-call,16,31.4724800192,34.4393085077
050-8843633,out-call,62,31.4409047843,34.4114607801
050-7116518,in-call,15,31.4088148333,34.3613396016
050-9059848,out-call,2723,31.464877993,34.4355904686
050-7931461,in-call,972,31.4173609544,34.3925726993
050-3468113,in-call,3427,31.4065158878,34.3756715913
050-5846343,out-call,67,31.4453452929,34.4271748603
050-9930777,in-call,3114,31.4568141086,34.3938404394
050-8561351,in-call,65,31.4498451678,34.4088947525
050-2022580,out-call,45,31.4814916179,34.4468008913
050-2100077,in-call,51,31.4242988759,34.3738463161
050-6607670,out-call,79,31.4728091232,34.439368231
050-1060505,in-call,302,31.4763069789,34.4105784987
