phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1573878,in-call,111,31.4462557567,34.3885137175
050-6076714,out-call,2359,31.4351563593,34.3772811001
050-2195947,out-call,92,31.4322383071,34.3849416973
050-1334329,out-call,3499,31.4367123539,34.4086114806
050-2478532,out-call,45,31.4007659849,34.372811672
050-4672117,out-call,52,31.4078693312,34.3583341436
050-9342655,in-call,89,31.4307535441,34.3897660692
050-3143648,out-call,74,31.4492524274,34.4329127244
050-2622444,out-call,3412,31.3803635313,34.3259423839
050-7866445,in-call,89,31.4082797905,34.3710520851
050-5265906,in-call,71,31.4185993184,34.3709371759
050-6240287,out-call,80,31.4754435533,34.4333729245
050-3815267,in-call,76,31.4389646992,34.390404568
