phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8124961,in-call,607,31.4293410913,34.3730347807
050-6618818,in-call,1838,31.4288119072,34.3749641608
050-4151486,out-call,2853,31.4625219288,34.4247257351
050-9658423,in-call,96,31.461421243,34.4235986485
050-6464450,out-call,839,31.4166225605,34.3564468251
050-5922476,in-call,79,31.4483951377,34.4008859664
050-8859912,out-call,91,31.4623167686,34.405261363
050-3622919,in-call,96,31.436767422,34.401918099
050-5508212,out-call,2967,31.4309420226,34.3933859415
050-2029884,in-call,2877,31.3425150436,34.296931813
