phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9105914,in-call,84,31.4039715115,34.3654620289
050-9284413,in-call,3242,31.4139779076,34.3713471909
050-4220775,in-call,3565,31.4917243496,34.4634960429
050-8513985,out-call,34,31.4322383071,34.3849416973
050-8931003,in-call,103,31.4506826771,34.4288111049
050-6452019,out-call,1506,31.4479745525,34.3791284373
050-1222002,out-call,62,31.4739119353,34.4383508187
050-2071234,in-call,100,31.431520393,34.3988787231
050-5752669,in-call,94,31.4415042094,34.4076124146
050-8421185,out-call,2345,31.409477404,34.3874541723
050-1111033,out-call,2845,31.4312448546,34.3975637303
050-6072026,out-call,2221,31.4336599729,34.4221814773
050-5143175,out-call,1756,31.4835404183,34.4419282852
050-4747572,in-call,50,31.4308645523,34.3950580148
