phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6098904,in-call,1276,31.4295944417,34.3758768281
050-6798880,out-call,3132,31.4536892756,34.410719817
050-9059459,out-call,29,31.4376597009,34.3879648524
050-4683771,out-call,2455,31.4569254932,34.4384445645
050-3421669,out-call,2814,31.410230956,34.3739076256
050-3500511,out-call,83,31.4506826771,34.4288111049
050-9411055,in-call,2684,31.4421230771,34.4000304857
050-9344838,in-call,66,31.4621114828,34.4287810249
050-3046900,out-call,59,31.4232698948,34.4015416209
050-8336204,out-call,76,31.4499538158,34.3991343537
050-3440492,out-call,10,31.44949222,34.3996846193
050-7500277,in-call,3223,31.4254812388,34.38171897
050-2352082,in-call,45,31.4359896668,34.3951534113
050-4084833,out-call,2548,31.4166225605,34.3564468251
050-3273352,out-call,110,31.4812124189,34.4190247468
