phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3158924,out-call,520,31.3679134003,34.3121163671
050-6946888,in-call,60,31.4366573345,34.3704520482
050-8587618,out-call,49,31.4596941795,34.4267528937
050-2165934,out-call,1220,31.4494351156,34.4208798888
050-4414774,out-call,44,31.4811783755,34.417782494
050-8189730,out-call,1768,31.4372705885,34.4008427199
050-2447930,out-call,105,31.4858741025,34.4393241508
050-6561164,out-call,2976,31.4470302148,34.4135183024
050-3917321,out-call,2271,31.4487832035,34.4014705358
050-6477432,in-call,17,31.4122148798,34.3712563911
050-7410592,out-call,2061,31.4947609646,34.4573748308
050-4764790,in-call,105,31.449766106,34.4139058691
