phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1050146,out-call,11,31.4158849671,34.3803403223
050-3699756,out-call,27,31.4186320202,34.3709416362
050-1564016,in-call,20,31.4355046517,34.3856833045
050-9899493,out-call,16,31.4212168432,34.3861347892
050-6673081,out-call,1827,31.4539136618,34.4130947009
050-1063468,in-call,41,31.4140536764,34.3756313459
050-6961221,out-call,76,31.45042818,34.4092837858
050-7479923,in-call,114,31.4161858626,34.3619880122
050-7015072,in-call,284,31.4229429438,34.3788918501
050-4296154,in-call,1482,31.4605865966,34.4195968615
050-6039333,out-call,79,31.4766291441,34.4376520946
050-4361694,in-call,58,31.4564626733,34.4183462711
050-3120725,out-call,3515,31.429049283,34.3985273999
050-8422298,out-call,56,31.4550478957,34.4182649826
050-3788664,out-call,18,31.4049922108,34.3634288489
