phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7798779,in-call,44,31.4380628332,34.3934603451
050-4632734,out-call,793,31.464877993,34.4355904686
050-3817124,out-call,2905,33.8831647047,35.5092915815
050-5524630,out-call,1001,31.4793319617,34.432783267
050-2117606,out-call,60,33.8838425937,35.5071967562
050-7941720,in-call,93,31.4012480996,34.3674617045
050-6959148,in-call,754,31.4428490866,34.4182334342
050-7538426,out-call,18,31.4491724436,34.4159467091
050-6943052,in-call,1078,31.447275934,34.4067400739
050-5376912,out-call,114,31.4968843987,34.4560394149
050-7391406,out-call,89,31.4151940717,34.362404584
050-5557518,in-call,63,31.4164788057,34.3848190979
050-7339864,in-call,294,31.4280775846,34.3973884225
050-8987071,in-call,35,31.444428331,34.4000337566
050-6477146,out-call,3136,33.8774234271,35.5091242396
