phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5001556,in-call,3073,31.4388904212,34.3882229737
050-3384798,in-call,2706,33.8776290506,35.5080404374
050-8097879,in-call,89,33.8820507027,35.5105028845
050-8480146,out-call,72,31.4286433844,34.3813023948
050-1502422,out-call,2673,31.4335175904,34.4099708654
050-3449783,out-call,118,31.398973037,34.3603495875
050-6132405,in-call,2265,31.4427036499,34.4056898089
050-4075781,out-call,14,31.4420899624,34.4047742109
050-5667819,out-call,1101,31.4533008159,34.4074781168
050-6609300,in-call,1822,33.8883054199,35.5139747803
050-6725503,in-call,109,33.8868561217,35.5117309974
